,airline_name,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,price
71,Air India,"Fri, 12 Nov",New Delhi,Vijayawada,17:45,20:00,2h 15m,,"5,416"
72,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:45,12:00,5h 15m,,"5,955"
73,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,09:40,15:00,5h 20m,,"5,955"
74,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,07:55,15:00,7h 05m,2 Stops,"5,955"
75,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,13:00,21:00,8h 00m,,"5,955"
76,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:45,15:00,8h 15m,,"5,955"
77,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,23:05,"07:35
+ 1 day",8h 30m,,"5,955"
78,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,09:40,21:00,11h 20m,,"5,955"
79,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:10,16:35,10h 25m,,"6,789"
80,Air India,"Wed, 12 Jan",New Delhi,Jammu,17:05,19:05,2h 00m,,"2,022"
81,SpiceJet,"Wed, 12 Jan",New Delhi,Jammu,08:50,10:10,1h 20m,,"2,255"
82,Go First,"Wed, 12 Jan",New Delhi,Jammu,14:15,15:35,1h 20m,,"2,255"
83,Go First,"Wed, 12 Jan",New Delhi,Jammu,17:00,18:20,1h 20m,,"2,255"
84,SpiceJet,"Wed, 12 Jan",New Delhi,Jammu,18:15,19:35,1h 20m,2 Stops,"2,255"
85,Go First,"Wed, 12 Jan",New Delhi,Jammu,07:35,09:10,1h 35m,1 Stop,"2,255"
86,IndiGo,"Wed, 12 Jan",New Delhi,Jammu,06:25,11:00,4h 35m,1 Stop,"2,255"
87,Vistara,"Wed, 12 Jan",New Delhi,Jammu,13:25,14:35,1h 10m,1 Stop,"2,275"
88,Air India,"Wed, 12 Jan",New Delhi,Jammu,10:50,12:20,1h 30m,1 Stop,"2,694"
89,IndiGo,"Wed, 12 Jan",New Delhi,Jammu,09:45,11:15,1h 30m,1 Stop,"3,593"
90,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,12:00,17:30,5h 30m,1 Stop,"4,945"
91,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,18:20,"00:05
+ 1 day",5h 45m,,"4,945"
92,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,09:15,17:30,8h 15m,1 Stop,"4,945"
93,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,08:20,17:30,9h 10m,1 Stop,"4,945"
94,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,07:20,17:30,10h 10m,1 Stop,"4,945"
95,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,06:10,17:30,11h 20m,2 Stops,"4,945"
96,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,12:00,"00:05
+ 1 day",12h 05m,1 Stop,"4,945"
97,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,06:10,09:40,3h 30m,1 Stop,"5,105"
98,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,07:25,18:30,11h 05m,1 Stop,"5,105"
99,IndiGo,"Tue, 16 Nov",New Delhi,Trivandrum,07:15,19:25,12h 10m,,"5,105"
100,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,10:05,19:20,9h 15m,2 Stops,"3,975"
101,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,12:45,18:00,5h 15m,,"4,080"
102,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,13:45,19:10,5h 25m,,"4,080"
103,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,15:50,21:35,5h 45m,,"4,080"
104,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,06:30,13:10,6h 40m,,"4,080"
105,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,10:05,16:50,6h 45m,1 Stop,"4,080"
106,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,06:00,16:50,10h 50m,2 Stops,"4,080"
107,SpiceJet,"Fri, 26 Nov",Mumbai,Varanasi,21:45,"18:45
+ 1 day",21h 00m,2 Stops,"4,249"
108,Air India,"Fri, 26 Nov",Mumbai,Varanasi,15:25,"14:50
+ 1 day",23h 25m,1 Stop,"4,291"
109,SpiceJet,"Fri, 26 Nov",Mumbai,Varanasi,21:45,"08:20
+ 1 day",10h 35m,1 Stop,"4,353"
110,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,22:20,"11:15
+ 1 day",12h 55m,1 Stop,"3,303"
111,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,15:35,17:50,2h 15m,,"3,589"
112,Vistara,"Tue, 16 Nov",Mumbai,Chandigarh,09:55,12:20,2h 25m,,"3,610"
113,Vistara,"Tue, 16 Nov",Mumbai,Chandigarh,16:05,18:30,2h 25m,,"3,610"
114,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,07:00,18:55,11h 55m,,"3,774"
115,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,15:25,"07:40
+ 1 day",16h 15m,1 Stop,"3,774"
116,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,07:00,"07:40
+ 1 day",24h 40m,,"3,774"
117,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,07:05,15:45,8h 40m,1 Stop,"3,881"
118,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,10:05,18:40,8h 35m,2 Stops,"3,998"
119,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,10:00,18:55,8h 55m,,"4,089"
120,Air India,"Fri, 19 Nov",Mumbai,Dehradun,15:25,"07:25
+ 1 day",16h 00m,2 Stops,"4,096"
121,Air India,"Fri, 19 Nov",Mumbai,Dehradun,18:00,"07:25
+ 1 day",13h 25m,2 Stops,"4,411"
122,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"08:00
+ 1 day",10h 15m,,"4,487"
123,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"08:00
+ 1 day",12h 55m,,"4,487"
124,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"19:00
+ 1 day",21h 15m,,"4,487"
125,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"19:00
+ 1 day",23h 55m,2 Stops,"4,487"
126,IndiGo,"Fri, 19 Nov",Mumbai,Dehradun,22:20,"07:10
+ 1 day",8h 50m,,"4,520"
127,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"16:00
+ 1 day",18h 15m,2 Stops,"4,591"
128,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"16:00
+ 1 day",20h 55m,1 Stop,"4,591"
129,IndiGo,"Fri, 19 Nov",Mumbai,Dehradun,20:30,"07:10
+ 1 day",10h 40m,1 Stop,"4,786"
130,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,09:15,11:00,1h 45m,1 Stop,"2,600"
131,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,20:25,22:15,1h 50m,1 Stop,"2,600"
132,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,09:30,15:30,6h 00m,,"2,600"
133,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,08:30,15:30,7h 00m,1 Stop,"2,600"
134,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,01:15,08:45,7h 30m,1 Stop,"2,600"
135,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,07:45,15:30,7h 45m,,"2,600"
136,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,06:55,15:30,8h 35m,2 Stops,"2,600"
137,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,04:35,13:40,9h 05m,,"2,600"
138,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,10:30,20:05,9h 35m,2 Stops,"2,600"
139,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,04:50,15:30,10h 40m,,"2,600"
140,Air India,"Mon, 3 Jan",Mumbai,Goa,21:00,22:35,1h 35m,,"1,890"
141,IndiGo,"Mon, 3 Jan",Mumbai,Goa,05:05,06:25,1h 20m,,"2,019"
142,Air India,"Mon, 3 Jan",Mumbai,Goa,05:30,06:50,1h 20m,,"2,205"
143,IndiGo,"Mon, 3 Jan",Mumbai,Goa,16:40,18:00,1h 20m,,"2,265"
144,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,23:45,"01:00
+ 1 day",1h 15m,,"2,384"
145,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,11:15,12:50,1h 35m,,"2,384"
146,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,15:30,17:05,1h 35m,,"2,384"
147,Go First,"Mon, 3 Jan",Mumbai,Goa,15:20,16:30,1h 10m,2 Stops,"2,418"
148,Go First,"Mon, 3 Jan",Mumbai,Goa,04:55,06:10,1h 15m,2 Stops,"2,418"
149,Go First,"Mon, 3 Jan",Mumbai,Goa,11:30,12:45,1h 15m,,"2,418"
150,Air India,"Thu, 9 Dec",Mumbai,Kolkata,06:10,08:50,2h 40m,,"3,177"
151,Air India,"Thu, 9 Dec",Mumbai,Kolkata,07:55,12:10,4h 15m,,"3,177"
152,Air India,"Thu, 9 Dec",Mumbai,Kolkata,20:30,23:15,2h 45m,,"4,213"
153,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,19:30,"08:45
+ 1 day",13h 15m,,"4,242"
154,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:00,20:50,14h 50m,,"4,242"
155,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,19:30,"20:50
+ 1 day",25h 20m,,"4,242"
156,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:00,"08:45
+ 1 day",26h 45m,,"4,242"
157,Air India,"Thu, 9 Dec",Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,,"4,358"
158,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:15,09:00,2h 45m,2 Stops,"4,467"
159,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,18:00,20:45,2h 45m,,"4,467"
160,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,01:15,07:00,5h 45m,,"2,165"
161,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,04:50,10:55,6h 05m,,"2,165"
162,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,22:15,"07:00
+ 1 day",8h 45m,,"2,165"
163,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,01:15,10:55,9h 40m,,"2,165"
164,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,20:30,"07:00
+ 1 day",10h 30m,,"2,165"
165,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,08:45,10:40,1h 55m,,"2,246"
166,Go First,"Mon, 15 Nov",Mumbai,Kochi,17:15,19:25,2h 10m,,"2,542"
167,Air Asia,"Mon, 15 Nov",Mumbai,Kochi,14:55,16:50,1h 55m,,"2,543"
168,Air India,"Mon, 15 Nov",Mumbai,Kochi,17:10,19:15,2h 05m,2 Stops,"2,603"
169,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,11:15,13:10,1h 55m,1 Stop,"2,762"
170,IndiGo,"Tue, 11 Jan",Mumbai,Indore,07:50,09:15,1h 25m,1 Stop,"1,899"
171,IndiGo,"Tue, 11 Jan",Mumbai,Indore,19:50,21:15,1h 25m,1 Stop,"1,899"
172,IndiGo,"Tue, 11 Jan",Mumbai,Indore,14:45,16:15,1h 30m,1 Stop,"1,899"
173,IndiGo,"Tue, 11 Jan",Mumbai,Indore,10:30,15:40,5h 10m,1 Stop,"1,901"
174,IndiGo,"Tue, 11 Jan",Mumbai,Indore,06:05,11:50,5h 45m,1 Stop,"1,901"
175,IndiGo,"Tue, 11 Jan",Mumbai,Indore,12:05,20:15,8h 10m,,"1,901"
176,IndiGo,"Tue, 11 Jan",Mumbai,Indore,11:00,20:15,9h 15m,1 Stop,"1,901"
177,IndiGo,"Tue, 11 Jan",Mumbai,Indore,06:15,15:40,9h 25m,1 Stop,"1,901"
178,IndiGo,"Tue, 11 Jan",Mumbai,Indore,10:30,20:15,9h 45m,1 Stop,"1,901"
179,IndiGo,"Tue, 11 Jan",Mumbai,Indore,12:45,22:30,9h 45m,2 Stops,"1,901"
180,Go First,"Sun, 21 Nov",Mumbai,Mangalore,10:30,11:55,1h 25m,1 Stop,"2,843"
181,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,06:55,10:50,3h 55m,1 Stop,"2,843"
182,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,06:15,11:30,5h 15m,1 Stop,"2,843"
183,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,04:50,10:50,6h 00m,,"2,843"
184,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,01:15,07:50,6h 35m,2 Stops,"2,843"
185,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,01:15,10:50,9h 35m,,"2,843"
186,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,22:15,"07:50
+ 1 day",9h 35m,,"2,843"
187,Air India,"Sun, 21 Nov",Mumbai,Mangalore,10:25,12:00,1h 35m,,"3,234"
188,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,18:45,20:15,1h 30m,,"3,791"
189,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,11:05,12:40,1h 35m,1 Stop,"3,791"
190,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,17:15,19:20,2h 05m,2 Stops,"2,463"
191,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,18:30,20:35,2h 05m,2 Stops,"2,463"
192,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,20:30,22:35,2h 05m,1 Stop,"2,463"
193,Air Asia,"Mon, 15 Nov",Mumbai,New Delhi,22:55,"01:00
+ 1 day",2h 05m,1 Stop,"2,463"
194,Air Asia,"Mon, 15 Nov",Mumbai,New Delhi,07:20,09:30,2h 10m,1 Stop,"2,463"
195,Go First,"Mon, 15 Nov",Mumbai,New Delhi,18:00,20:10,2h 10m,,"2,463"
196,Go First,"Mon, 15 Nov",Mumbai,New Delhi,20:15,22:25,2h 10m,,"2,463"
197,SpiceJet,"Mon, 15 Nov",Mumbai,New Delhi,21:45,23:55,2h 10m,,"2,463"
198,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,11:45,14:00,2h 15m,,"2,463"
199,SpiceJet,"Mon, 15 Nov",Mumbai,New Delhi,19:05,21:30,2h 25m,1 Stop,"2,463"
200,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,23:45,"07:55
+ 1 day",8h 10m,,"3,182"
201,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,18:45,"00:30
+ 1 day",5h 45m,1 Stop,"3,530"
202,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,07:10,13:20,6h 10m,2 Stops,"3,530"
203,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,13:05,19:15,6h 10m,,"3,530"
204,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,23:45,"06:05
+ 1 day",6h 20m,2 Stops,"3,530"
205,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,06:10,13:20,7h 10m,2 Stops,"3,530"
206,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,16:20,"00:30
+ 1 day",8h 10m,,"3,530"
207,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,21:55,"06:05
+ 1 day",8h 10m,,"3,530"
208,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,10:15,19:15,9h 00m,,"3,530"
209,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,20:15,"06:05
+ 1 day",9h 50m,2 Stops,"3,530"
210,IndiGo,"Mon, 15 Nov",Bangalore,Jaipur,21:50,"00:25
+ 1 day",2h 35m,,"3,294"
211,IndiGo,"Mon, 15 Nov",Bangalore,Jaipur,18:55,21:35,2h 40m,2 Stops,"3,294"
212,Air Asia,"Mon, 15 Nov",Bangalore,Jaipur,13:00,16:45,3h 45m,1 Stop,"3,295"
213,Air Asia,"Mon, 15 Nov",Bangalore,Jaipur,15:35,19:40,4h 05m,1 Stop,"3,295"
214,IndiGo,"Mon, 15 Nov",Bangalore,Jaipur,22:10,"07:05
+ 1 day",8h 55m,1 Stop,"3,295"
215,IndiGo,"Mon, 15 Nov",Bangalore,Jaipur,22:10,"08:30
+ 1 day",10h 20m,1 Stop,"3,295"
216,IndiGo,"Mon, 15 Nov",Bangalore,Jaipur,20:10,"07:05
+ 1 day",10h 55m,,"3,295"
217,Air Asia,"Mon, 15 Nov",Bangalore,Jaipur,07:40,11:20,3h 40m,1 Stop,"3,622"
218,Air Asia,"Mon, 15 Nov",Bangalore,Jaipur,05:35,09:50,4h 15m,1 Stop,"3,622"
219,Go First,"Mon, 15 Nov",Bangalore,Jaipur,08:15,10:45,2h 30m,,"3,734"
220,Go First,"Tue, 7 Dec",Bangalore,Lucknow,08:15,10:40,2h 25m,2 Stops,"3,257"
221,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,06:25,09:00,2h 35m,,"3,258"
222,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,17:50,20:25,2h 35m,2 Stops,"3,641"
223,Air India,"Tue, 7 Dec",Bangalore,Lucknow,15:30,18:00,2h 30m,,"3,651"
224,Go First,"Tue, 7 Dec",Bangalore,Lucknow,16:10,18:30,2h 20m,,"4,178"
225,Air India,"Tue, 7 Dec",Bangalore,Lucknow,10:25,19:40,9h 15m,,"5,058"
226,Air India,"Tue, 7 Dec",Bangalore,Lucknow,10:25,"08:15
+ 1 day",21h 50m,,"5,058"
227,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,08:15,13:20,5h 05m,,"5,255"
228,Air India,"Tue, 7 Dec",Bangalore,Lucknow,06:30,19:40,13h 10m,,"5,340"
229,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,06:05,13:20,7h 15m,,"5,364"
230,Vistara,"Sun, 5 Dec",Bangalore,Guwahati,13:50,17:00,3h 10m,,"4,294"
231,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,17:30,20:40,3h 10m,2 Stops,"4,294"
232,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,15:15,18:30,3h 15m,2 Stops,"4,294"
233,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,16:25,20:55,4h 30m,,"4,294"
234,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,05:30,10:20,4h 50m,,"4,294"
235,IndiGo,"Sun, 5 Dec",Bangalore,Guwahati,13:00,20:30,7h 30m,,"4,767"
236,IndiGo,"Sun, 5 Dec",Bangalore,Guwahati,11:30,20:30,9h 00m,,"4,767"
237,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,23:10,"06:40
+ 1 day",7h 30m,,"4,772"
238,Air Asia,"Sun, 5 Dec",Bangalore,Guwahati,22:55,"06:40
+ 1 day",7h 45m,,"4,772"
239,IndiGo,"Sun, 5 Dec",Bangalore,Guwahati,19:10,"00:25
+ 1 day",5h 15m,,"4,867"
240,Air India,"Mon, 13 Dec",Bangalore,New Delhi,10:25,13:00,2h 35m,,"3,234"
241,Air India,"Mon, 13 Dec",Bangalore,New Delhi,17:50,20:35,2h 45m,,"3,234"
242,Air India,"Mon, 13 Dec",Bangalore,New Delhi,07:35,"08:55
+ 1 day",25h 20m,2 Stops,"3,674"
243,IndiGo,"Mon, 13 Dec",Bangalore,New Delhi,03:00,08:15,5h 15m,,"3,752"
244,IndiGo,"Mon, 13 Dec",Bangalore,New Delhi,14:00,20:35,6h 35m,,"3,752"
245,IndiGo,"Mon, 13 Dec",Bangalore,New Delhi,14:00,22:10,8h 10m,,"3,752"
246,Air Asia,"Mon, 13 Dec",Bangalore,New Delhi,13:00,20:10,7h 10m,,"3,758"
247,Air Asia,"Mon, 13 Dec",Bangalore,New Delhi,13:00,20:50,7h 50m,,"3,758"
248,Air India,"Mon, 13 Dec",Bangalore,New Delhi,18:50,"08:55
+ 1 day",14h 05m,,"3,895"
249,Air India,"Mon, 13 Dec",Bangalore,New Delhi,18:50,"18:30
+ 1 day",23h 40m,,"3,895"
250,Air India,"Sat, 4 Dec",Bangalore,Vijayawada,06:30,08:00,1h 30m,,"2,699"
251,Air India,"Sat, 4 Dec",Bangalore,Vijayawada,18:50,"11:00
+ 1 day",16h 10m,,"3,154"
252,Air India,"Sat, 4 Dec",Bangalore,Vijayawada,15:15,"11:00
+ 1 day",19h 45m,2 Stops,"3,154"
253,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,07:00,12:05,5h 05m,1 Stop,"3,200"
254,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,07:00,15:25,8h 25m,1 Stop,"3,200"
255,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,23:05,"07:35
+ 1 day",8h 30m,1 Stop,"3,200"
256,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,21:35,"07:35
+ 1 day",10h 00m,1 Stop,"3,200"
257,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,05:50,07:35,1h 45m,1 Stop,"3,393"
258,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,15:05,16:50,1h 45m,1 Stop,"3,393"
259,IndiGo,"Sat, 4 Dec",Bangalore,Vijayawada,19:20,21:05,1h 45m,,"3,393"
260,Go First,"Sat, 15 Jan",Bangalore,Mumbai,16:30,18:20,1h 50m,1 Stop,"2,202"
261,Air Asia,"Sat, 15 Jan",Bangalore,Mumbai,04:50,06:45,1h 55m,1 Stop,"2,202"
262,Go First,"Sat, 15 Jan",Bangalore,Mumbai,22:00,23:55,1h 55m,1 Stop,"2,202"
263,Air India,"Sat, 15 Jan",Bangalore,Mumbai,06:45,08:35,1h 50m,2 Stops,"2,208"
264,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,06:40,08:15,1h 35m,1 Stop,"2,256"
265,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,08:30,10:15,1h 45m,1 Stop,"2,256"
266,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,11:30,13:15,1h 45m,1 Stop,"2,256"
267,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,21:40,23:25,1h 45m,,"2,256"
268,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,18:25,20:15,1h 50m,2 Stops,"2,256"
269,Vistara,"Sat, 15 Jan",Bangalore,Mumbai,09:30,11:25,1h 55m,,"2,256"
270,Air Asia,"Tue, 16 Nov",Bangalore,Goa,20:45,22:00,1h 15m,,"2,600"
271,Air Asia,"Tue, 16 Nov",Bangalore,Goa,05:25,07:00,1h 35m,,"2,600"
272,Go First,"Tue, 16 Nov",Bangalore,Goa,15:45,17:10,1h 25m,,"2,790"
273,SpiceJet,"Tue, 16 Nov",Bangalore,Goa,05:55,07:10,1h 15m,1 Stop,"2,800"
274,IndiGo,"Tue, 16 Nov",Bangalore,Goa,17:10,18:25,1h 15m,2 Stops,"2,800"
275,IndiGo,"Tue, 16 Nov",Bangalore,Goa,21:45,23:00,1h 15m,2 Stops,"2,800"
276,IndiGo,"Tue, 16 Nov",Bangalore,Goa,00:40,02:00,1h 20m,1 Stop,"2,800"
277,IndiGo,"Tue, 16 Nov",Bangalore,Goa,06:15,07:35,1h 20m,1 Stop,"2,800"
278,IndiGo,"Tue, 16 Nov",Bangalore,Goa,12:45,14:05,1h 20m,1 Stop,"2,800"
279,IndiGo,"Tue, 16 Nov",Bangalore,Goa,19:50,21:15,1h 25m,,"2,800"
280,IndiGo,"Mon, 29 Nov",Bangalore,Surat,09:20,19:10,9h 50m,,"4,528"
281,IndiGo,"Mon, 29 Nov",Bangalore,Surat,12:50,14:35,1h 45m,,"4,758"
282,IndiGo,"Mon, 29 Nov",Bangalore,Surat,09:30,16:50,7h 20m,,"4,808"
283,IndiGo,"Mon, 29 Nov",Bangalore,Surat,11:40,20:25,8h 45m,1 Stop,"4,808"
284,IndiGo,"Mon, 29 Nov",Bangalore,Surat,06:40,16:50,10h 10m,,"4,808"
285,IndiGo,"Mon, 29 Nov",Bangalore,Surat,22:10,"08:25
+ 1 day",10h 15m,1 Stop,"4,808"
286,IndiGo,"Mon, 29 Nov",Bangalore,Surat,21:45,"08:40
+ 1 day",10h 55m,2 Stops,"4,808"
287,IndiGo,"Mon, 29 Nov",Bangalore,Surat,04:40,16:50,12h 10m,,"4,808"
288,IndiGo,"Mon, 29 Nov",Bangalore,Surat,20:10,"08:25
+ 1 day",12h 15m,2 Stops,"4,808"
289,IndiGo,"Mon, 29 Nov",Bangalore,Surat,10:15,19:10,8h 55m,2 Stops,"4,842"
290,IndiGo,"Fri, 12 Nov",Bangalore,Nagpur,23:00,"00:45
+ 1 day",1h 45m,,"5,178"
291,IndiGo,"Fri, 12 Nov",Bangalore,Nagpur,10:05,11:55,1h 50m,,"5,178"
292,Go First,"Fri, 12 Nov",Bangalore,Nagpur,16:45,21:00,4h 15m,,"5,178"
293,IndiGo,"Fri, 12 Nov",Bangalore,Nagpur,11:20,16:30,5h 10m,2 Stops,"5,178"
294,IndiGo,"Fri, 12 Nov",Bangalore,Nagpur,07:05,12:35,5h 30m,,"5,178"
295,Go First,"Fri, 12 Nov",Bangalore,Nagpur,06:30,16:30,10h 00m,2 Stops,"5,178"
296,Go First,"Fri, 12 Nov",Bangalore,Nagpur,08:10,20:30,12h 20m,1 Stop,"5,178"
297,Go First,"Fri, 12 Nov",Bangalore,Nagpur,07:00,21:00,14h 00m,1 Stop,"5,178"
298,Go First,"Fri, 12 Nov",Bangalore,Nagpur,05:45,20:30,14h 45m,1 Stop,"5,178"
299,Go First,"Fri, 12 Nov",Bangalore,Nagpur,16:30,"07:50
+ 1 day",15h 20m,1 Stop,"5,178"
300,Air India,"Fri, 26 Nov",Hyderabad,Chennai,06:30,08:00,1h 30m,,"1,699"
301,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,06:35,07:45,1h 10m,1 Stop,"1,789"
302,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,04:40,05:55,1h 15m,1 Stop,"1,789"
303,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,18:50,20:05,1h 15m,,"1,789"
304,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,20:50,22:05,1h 15m,2 Stops,"1,789"
305,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,23:10,"00:25
+ 1 day",1h 15m,,"1,789"
306,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,09:55,11:15,1h 20m,2 Stops,"1,789"
307,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,13:35,15:05,1h 30m,,"1,789"
308,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,05:35,10:25,4h 50m,,"1,789"
309,IndiGo,"Fri, 26 Nov",Hyderabad,Chennai,05:35,12:00,6h 25m,,"1,789"
310,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,11:15,20:10,8h 55m,,"4,119"
311,Go First,"Mon, 15 Nov",Hyderabad,Lucknow,06:05,18:45,12h 40m,,"4,276"
312,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,09:40,16:10,6h 30m,,"4,499"
313,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,06:35,13:25,6h 50m,,"4,499"
314,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,15:00,21:50,6h 50m,,"4,499"
315,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,07:55,16:00,8h 05m,2 Stops,"4,499"
316,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,12:00,20:25,8h 25m,2 Stops,"4,499"
